"varname","shortdesc","shrtname","longname","version","shrtcite","longcite","url"
"diamprim_s_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"diamprim_s_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"diamprim_s_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"diamprim_s_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"diamprim_s_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"diamprim_s_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"diamprim_s_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"forest_gc_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"forest_gc_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"forest_gc_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"forest_gc_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"forest_gc_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"forest_gc_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"forest_gc_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"gem_s_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"gem_s_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"gem_s_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"gem_s_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"gem_s_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"gem_s_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"gem_s_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldplacer_s_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldplacer_s_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldplacer_s_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldplacer_s_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldplacer_s_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldplacer_s_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldplacer_s_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldvein_s_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldvein_s_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldvein_s_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldvein_s_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldvein_s_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldvein_s_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldvein_s_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldsurface_s_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldsurface_s_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldsurface_s_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldsurface_s_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldsurface_s_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldsurface_s_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"goldsurface_s_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growend_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growend_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growend_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growend_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growend_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growend_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growend_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growstart_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growstart_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growstart_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growstart_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growstart_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growstart_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"growstart_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"harvarea_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"harvarea_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"harvarea_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"harvarea_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"harvarea_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"harvarea_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"harvarea_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"herb_gc_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"herb_gc_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"herb_gc_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"herb_gc_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"herb_gc_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"herb_gc_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"herb_gc_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_max_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_max_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_max_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_max_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_max_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_max_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"imr_max_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
