Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Reason;Comment on not public
45;Yes;domestic;12000.00;Cambodia;12000.00;0.0;Concluded (Contract signed);In operation (production);2015-11-22T15:12:35+00:00;Gold Foison (Cambodia) A/C Import Export & Construction Co Ltd#43#;;2007##7000.0|2012#current#12000.0;;Somewhen between 2010 and 2012 Gold Foison expanded its concession by 5,000 ha, roughly the area which was initially granted to another company named CCV Co Ltd. (source: http://www.opendevelopmentcambodia.net/references/Gold_Foison__21.06.2011.pdf);#current##Non-food agricultural commodities;"The company changed the purpose of its investment from acacia to rubber plantation (source: http://www.cde.unibe.ch/v1/CDE/pdf/MSc%20Thesis%20Lukas%20Michel.pdf)
Agro-industry plantation (rubber, acacia and other trees)";Concession;;2007#current#Concluded (Contract signed);This information refers to the first contract signed about 7000 hectares.;2009#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37374;Unknown (Gold Foison (Cambodia) A/C Import Export & Construction);Cambodia;Private company;;;;;;;;;Limited consultation;;Mixed reaction;;;;;;;;;;;;Other;Last December of 2013, the company was facing a poverty problem with the local community.;;;Roads;;;;;State|Community;;Smallholder agriculture|Forestry;;Cropland|Forest land;;#current####Accacia, Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No mention of the additional 5,000 ha land in another literature but was mentioned in the report by NEPCon and in Understanding timber flows and control in Cambodia in the context of FLEGT with the original land size;No;;
52;Yes;domestic;9583.00;Cambodia;9583.00;0.0;Concluded (Contract signed);In operation (production);2021-01-20T08:19:21.050231+00:00;Green Island Agricultural Development (Cambodia) Limited#34830#;;2011#current#9583.0;;;#current##Timber plantation;Teak and a processing factory.;Concession;;2006#current#Concluded (Contract signed);;2006##Startup phase (no production)|2007-07-27#current#In operation (production);"Ministry permitted for land clearance in 2008, zone 3: 1,806 hectares by letter
4078 KSK dated 27 July 2007.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34830;Green Island Agricultural Development (Cambodia) Limited;Cambodia;Private company;;;;;Phnong#Mil#;"In a paper of AFA and ILC it was said that the investment encroached upon the land of Phnong, Mil and Kuy indigenous communities in O’Krieng, Kbal Damrei and Rolous Meanchey
communes.";;;;;Rejection;;;;;;;;;;;;Environmental degradation|Socio-economic;Destroyed rice fields and farm land belonging to villagers, as well as forested areas;;;;;;;;State|Private (smallholders)|Community;;Smallholder agriculture|Forestry;;Cropland|Forest land;;#current####Teak, Trees (unspecified);;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;;;;;;;No;;
54;Yes;domestic;97849.00;Cambodia;97849.00;1200.00;Concluded (Contract signed);In operation (production);2021-01-20T08:30:55.161740+00:00;Mong Reththy#2319#;;2001-11-23##100852.0|2014-08-01#current#97849.0;2009#current#1200.0;"The company has planted 500 ha acacia, 300 ha rubber, 200 ha  jatropha, 100 ha cassava and 100 ha sugarcane.

In 2014-08-01 subdecree 223 decreased size by 3,003.1 ha (total now is 97,849 ha), it was also said that it was decreased last 2012-06-08 by subdecree 225 by 1,097.2 ha but no source was given.";#current##Non-food agricultural commodities, Agriculture unspecified, Timber plantation;;Concession;;2001#current#Concluded (Contract signed);;#current#In operation (production);"Cleared 8 hectares for constructing building for workers 15 buildings office 01 building and warehouse 01 building; Ministry has permitted to clear the land for constructing the office 100 hectares by letter No. 6926 KSK dated 28 December 2006.

In 2008, Ministry has permitted to clear the land in zone 1 and block 1 following master plan 2.500 hectares by letter No. 6576/545 KSK dated 29 December 2007.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34832;Green Sea Agriculture Co., Ltd.;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;Health|Education;construction of houses (source: company website);;;;State;;;;;;#current####Accacia, Cassava (Maniok), Fruit (unspecified), Jatropha, Rubber tree, Sugar Cane, Teak, Trees (unspecified);;;Animal raising as supplement production but was not specified;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
59;Yes;domestic;7000.00;Cambodia;7000.00;0.0;Failed (Contract cancelled);In operation (production);2021-01-09T10:13:12.998833+00:00;Heng Heap Investment#34837#;;2009-07-31#current#7000.0;;;#current##Non-food agricultural commodities, Agriculture unspecified;;Lease;;2009-07-31##Concluded (Contract signed)|2012-01-01#current#Failed (Contract cancelled);contract was supposedly cancelled but the company remained on the Government's list of ELCs as of 2012;2011-08-01#current#In operation (production);active as of 2011 according to FAO Working paper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34837;Heng Heap Investment;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Jatropha, Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
60;Yes;domestic;779.00;Cambodia;779.00;0.0;Concluded (Contract signed);None;2021-01-20T12:57:50.494666+00:00;Heng Huy Agriculture Group Co. Ltd#34838#;;2010#current#779.0;;;#current##Agriculture unspecified;;;;#current#Concluded (Contract signed);The company claims to own the land since 1993, but villagers where living on the land since the 1980s and were never informed that the land was acquired by a company. In 2007, the Supreme Court awarded the land to the company.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34838;Heng Huy Agriculture Group Co. Ltd;Cambodia;Private company;;;;;;People from Preaek Chik village, Chi Kha Kraom commune, Srae Ambel district, Koh Kong province;;;Not consulted;;Rejection;;Yes;;Yes;;;;;;;12 families have a land dispute with the company over 60 hectares;Socio-economic|Eviction|Displacement|Violence|Other;;;;;;;;;;;Smallholder agriculture;;Cropland;;#current####Sugar Cane;;;;;;;;;;;;Yes;;;;;;;;Buyer is Tate & Lyle;;;;;;;;;;;;;;;Protesters are mainly female because they are less likely than men to be arrested or beaten, according to villagers and rights workers;;No;;
62;Yes;domestic;3445.00;Cambodia;3445.00;0.0;Concluded (Contract signed);In operation (production);2021-01-20T13:29:43.982387+00:00;Kain Co., Ltd#34840#;;2011##4535.0|2013#current#3445.0;;In Siem Reap’s Chi Kraeng district, 196 families have been given 1,090 hectares from a concession owned by Kain Co Ltd. (source: http://khamerlogue.wordpress.com/category/economic-%E1%9E%9F%E1%9F%81%E1%9E%8A%E1%9F%92%E1%9E%8B%E1%9E%80%E1%9E%B7%E1%9E%85%E1%9F%92%E1%9E%85/);#current##Non-food agricultural commodities, Agriculture unspecified;Rubber and agro-industry plantation.;Concession;;2006#current#Concluded (Contract signed);;2008#current#In operation (production);They have been permitted by the ministry for land clearance in 2008. Therefore they have planted 20 hectares of rubber.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34840;Kain Co., Ltd;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
63;Yes;domestic;13752.00;Cambodia;13752.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-20T13:46:12.985354+00:00;L.Y.P. Group Co., Ltd.#3276#;;2010##9052.0|2011#current#13752.0;;In 2011, the company was granted addtional 4700 ha to the 9025 ha it had received in 2010.;#current##Food crops;;Lease;;2010#current#Concluded (Contract signed);;#current#Startup phase (no production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34841;Kampong Speu Sugar Co.;Cambodia;Private company;;;;;;;;;Not consulted;;Rejection;;Yes;The Senator and company representatives have used Cambodia’s notoriously corrupt courts to harass the villagers in Kampong Speu into ending their protests. At least 4 villagers have been jailed since the land seizures began and there are criminal charges, arrest warrants or court summonses currently pending against at least 38 villagers.;;;;;;;;;Socio-economic|Eviction;"Ouch Leng, head of the land programme at the rights group Adhoc, said Kampong Speu Sugar was making local residents increasingly impoverished

The company is also seizing homes, rice fields, orchards, grazing land and community forests relied upon by local farmers in at least 21 villages";50 USD as compensation for the destruction of houses;;Financial support;In May 2016, the company has offered compensation packages from $500 to $10,000 to families in their Kampong Speu land concession. A number of NGOs and community members claimed that the compensation packages were inadequate, and have accused the company of coercion, intimidation and the co-option of community and NGO leaders;;;;State|Private (smallholders)|Community;;Smallholder agriculture|Pastoralism|Forestry;;Cropland|Forest land;;#current####Sugar Cane;;;;;;;;;;;;Yes;;;;;;;;;;;;;;;;;;;;;;;;;No;;
65;Yes;domestic;807.00;Cambodia;807.00;100.00;Concluded (Contract signed);Startup phase (no production);2021-01-20T14:12:19.248157+00:00;Kiri Development#34843#;;2009#current#807.0;2009#current#100.0;;#current##Non-food agricultural commodities;Rubber plantation.;Concession;;2009#current#Concluded (Contract signed);;2009-09-22#current#Startup phase (no production);Approved for land clearence in zone 1 100 hectares.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34843;Kiri Development;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
71;Yes;domestic;8000.00;Cambodia;8000.00;0.0;Concluded (Contract signed);In operation (production);2021-01-21T03:13:15.482057+00:00;LEANG HOUR HONG Import and Export, Agro Industry Development and Processing#34849#;;2011#current#8000.0;;;#current##Agriculture unspecified;"sugarcane, cassava and processing plant; Agro-industry Processing factory";Concession;;2000#current#Concluded (Contract signed);;#current#In operation (production);"Have planted sugar cane for seed 40 hectares
 finish 150 hectares of sugar cane plantation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34849;LEANG HOUR HONG Import and Export, Agro Industry Development and Processing;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Conservation;Roniem Daun Sam Wildlife Sanctuary;;;#current####Cassava (Maniok), Sugar Cane;Officianarum (Surgar Cane) and Tapioca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
74;Yes;domestic;9784.00;Cambodia;9784.00;0.0;Concluded (Contract signed);Startup phase (no production);;Mean Rithy Co., Ltd#34852#;;2006-03-16#current#9784.0;;;#current##Agriculture unspecified;Agro-industry;Concession;;2006-03-16#current#Concluded (Contract signed);;#current#Startup phase (no production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34852;Mean Rithy Co., Ltd;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2020) No online information available on whether operation has commenced for this deal.;No;;
76;Yes;domestic;4400.00;Cambodia;4400.00;0.0;Concluded (Contract signed);None;2021-01-21T09:09:16.647643+00:00;Men Sarun Co. Ltd.#79#;;2011#current#4400.0;;;#current##Non-food agricultural commodities, Agriculture unspecified;Rubber plantation and other crops;Lease;;2006#current#Concluded (Contract signed);;;"Land area for plantation 3,475 hectares and land area for the people 435 hectares.

In January 2007, constructed 4.5 Km for public use which resolved the problem with people as they received 300 hectares of land for rubber plantation.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34854;Men Sarun Import Export;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Cassava (Maniok), Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
78;Yes;domestic;3000.00;Cambodia;3000.00;0.0;Failed (Contract cancelled);In operation (production);2021-01-21T09:28:50.972582+00:00;Mieng Ly Heng Investment#34856#;;2011#current#3000.0;;;#current##Non-food agricultural commodities, Timber plantation;Para rubber plantation;Lease;;2005##Concluded (Contract signed)|2012-08-16#current#Failed (Contract cancelled);Concession was canceled by sub-decree 124 last 2012-08-16, it was converted to social land concessions.;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34856;Mieng Ly Heng Investment;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Rubber tree, Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;Produces and exports a wide variety of plywood. The main products are general plywood, fancy plywood, WBP plywood, concrete forming plywood, container flooring plywood and sawn timber. Besides, the wood industry, the company also involves in organic fertilizer selling, jatropha and rubber wood planting to protect and improve local agriculture businesses.;;;;;;;;;;;;;No;;
80;Yes;domestic;1800.00;Cambodia;1800.00;700.00;Concluded (Contract signed);In operation (production);2021-01-21T09:37:39.588732+00:00;Mong Reththy#2319#;;2012#current#1800.0;2012#current#700.0;;#current##Agriculture unspecified;Cassava plantation and construct processing factory;Lease;;2000#current#Concluded (Contract signed);;#current#In operation (production);Company has planted cassava about 700 to 800 hectares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34858;Mong Reththy Investment Cassava Cambodia Co., Ltd;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Cassava (Maniok);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;No;;
84;Yes;domestic;8847.00;Cambodia;8847.00;0.0;Failed (Contract cancelled);None;2021-01-21T09:49:13.844691+00:00;Pelin Group Agricultural Development (Cambodia) Limited#34862#;;2006#current#8847.0;;;#current##Timber plantation;Pistacia Chinasis Bunge and other trees plantation;Lease;;2006##Concluded (Contract signed)|#current#Failed (Contract cancelled);Cancelled Economic Land Concession by the Ministry of Agriculture Fishery and Forestry, 1995–2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34862;Pelin Group Agricultural Development (Cambodia) Limited;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Cashew;Trees planted are part of the Cashew family but is not edible;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
85;Yes;domestic;311996.00;Cambodia;311996.00;0.0;Concluded (Contract signed);In operation (production);2021-01-21T14:09:27.730751+00:00;Phea Phimex Co., Ltd#34863#;;2000##315028.0|2013##307842.0|2012-09-28#current#311996.0;;The source states that the concession was decreased by 3,032 ha last 2012 by Sub-decree 161. It also stated other sub-decrees lowering the size of the concession but no supporting document was shown.;#current##Food crops, Timber plantation;"Eucalyptus plantation and paper factory
Cassava was later on planted on the concession on Pursat province
Trees plantation and papers factory.";Concession;;2000#current#Concluded (Contract signed);;2004##Startup phase (no production)|2005#current#In operation (production);"In the early of 2005 sowed Eucalyptus seedling on 6 hectares and get 430,000 seed, cleared land 700 hectares  for planting Eucalyptus in Pursat province.
In Kampong Chhnang also sowed Eucalyptus seedling on 6 hectares and get 410,000.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34863;Phea Phimex Co., Ltd;Cambodia;Private company;;;;Kbal Trach#Ansar Chambak#Svay Sar#Chheu Tom#;;;;;Not consulted;;Rejection;;Yes;"Documented in the report of Focus on the global south 
https://focusweb.org/wp-content/uploads/2018/12/Cambodia-PPM-Report-A4.pdf";;;;;;;;;Environmental degradation|Socio-economic|Cultural loss|Violence;;;;;;;;;;;Pastoralism|Forestry;;Forest land|Shrub land/Grassland (Rangeland);;#current####Cassava (Maniok), Eucalyptus, Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
88;Yes;domestic;8343.00;Cambodia;8343.00;0.0;Concluded (Contract signed);In operation (production);2021-01-21T14:27:43.602845+00:00;L.Y.P. Group Co., Ltd.#3276#;;2010##9000.0|2014#current#8343.0|2010-02##9052.0;;;#current##Food crops;;Lease;;2010#current#Concluded (Contract signed);;2012##Startup phase (no production)|2012#current#In operation (production);;;;;;;;;;;;;;;;;;Yes;10000;;;;Workers could earn between 12,000 and 20,000 riel a day;;;;;;;;;;;;;;;;34864;Phnom Penh Sugar Co.;Cambodia;Private company;;;;Omlaing#;;16 villages in Omlaing commune;;;Not consulted;;Rejection;;;;Yes;;;;;;;Approximately 200 households’ land has been confiscated by the company via the government sanctioned ELC;;;;;;;;;;State|Private (smallholders)|Community;;Smallholder agriculture|Pastoralism|Forestry;;Cropland|Forest land;;#current####Sugar Cane;;;;;;;;;;;;Yes;;;;;;;;;;;;;;;;;;;;;;;;(2015) There are issues of child labor due to poverty;No;;
89;Yes;domestic;10000.00;Cambodia;10000.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-21T14:30:03.491711+00:00;Phou Mady Investment Group#34865#;;2011#current#10000.0;;;#current##Timber plantation;Acacia, Trincomali wood and other plantation crops;Concession;;2006#current#Concluded (Contract signed);Signed the contract on 24th January 2006 with Ministry of Agriculture, Forestry and Fisheries.;2008#current#Startup phase (no production);Ministry permitted for land clearence 2008, zone 2: 650 hectares by the letter 6922/589 KSK dated 17 December 2007.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Local company, though nationality of director is chinese. An Yang Yin Chang, is the director of three different companies which have been granted concessions totalling 24,854 hectares.;34865;Phou Mady Investment Group;Cambodia;Private company;;;;Phnong, Prov and Kuy indigenous people#;;;Indigenous Peoples traditional or customary rights recognized by government;;;;Rejection;;;;;;;;;;;;Environmental degradation|Eviction;;;;;;;;;State|Private (smallholders);;;;Forest land;;#current####Accacia, Teak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
90;Yes;domestic;9214.00;Cambodia;9214.00;0.0;Failed (Contract cancelled);None;2021-01-21T14:35:05.400826+00:00;Plantation Agricultural Development (Cambodia) Limited#34866#;;2006#current#9214.0;;;#current##Timber plantation;;Lease;;2006##Concluded (Contract signed)|#current#Failed (Contract cancelled);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34866;Plantation Agricultural Development (Cambodia) Limited;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Cashew, Trees (unspecified);Pistacia chinensis Bunge (variety of cashew tree) and other trees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
92;Yes;domestic;3000.00;Cambodia;3000.00;0.0;Concluded (Contract signed);In operation (production);2020-12-28T01:22:11.827879+00:00;Ratana Visal Development Co., Ltd#34868#;3000.00;2011#current#3000.0;;;#current##Food crops, Agriculture unspecified;Cashew-apples and oil palms;Lease|Concession;;1999#current#Concluded (Contract signed);Signed contract with Ministry of Agriculture, Forestry and Fisheries on 15 October 1999.;2007#current#In operation (production);"Ministry has approved the Master Plan by the letter 5393/400 ksk dated 27 September 2007.
Planted Cahews nut 480 hectares, Jetropha 50 hectares, Mango 24 hectares totally 594 hectares";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34868;Ratana Visal Development Co., Ltd;Cambodia;Private company;;;;Krakor district#;;5 separate communes were affected as the company bulldozed 3100 ha of land;Indigenous Peoples traditional or customary rights not recognized by government|Community traditional or customary rights not recognized by government;;Not consulted;Last December 24, 2007, the local people did not know that the land was granted by the government to the company since they were not consulted about the project.;Rejection;;Yes;Yes, the families were forced off their families land.;Yes;;74;;;;;;Environmental degradation|Socio-economic|Eviction|Displacement;The company started bulldozing the 3,100 hectares villager's land reported las Dec, 26, 2007. There were also villagers sitting on the road to prevent vehicles coming in and out of the location.;1.5 hectares promised.;;;;;;;State|Private (smallholders);;Forestry;;Forest land;;#current####Apple, Cashew, Oil Palm;Letter No. 1591 KSK.PPK dated 28 March 1997, Ministry of Agriculture, Forestry and Fisheries, on proposal land concession 3,000 hectares located in Krakor District, Pursat Province for plantation of cashew-apple and oil palms.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
93;Yes;domestic;5200.00;Cambodia;5200.00;0.0;Concluded (Contract signed);None;2021-01-21T14:42:27.820573+00:00;Rath Sambath#34869#;;2011#current#5200.0;;;#current##Non-food agricultural commodities;Rubber plantation.;Concession;;2009#current#Concluded (Contract signed);Signed the contract on 3rd April 2009 with the Ministry of Agriculture, Forestry and Fisheries.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34869;Rath Sambath;Cambodia;Private company;;;;The Por#;;;;;;;;;;;Yes;;200;;;;;200 families;Environmental degradation|Socio-economic|Eviction|Displacement;;;;;;;;;State|Private (smallholders);;Smallholder agriculture|Forestry|Conservation|Other;The land was also inhabited/used by indigenous people (the Por).;Cropland|Forest land;946 hectares of lands owned by peasants;#current####Cashew, Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
94;Yes;domestic;7200.00;Cambodia;7200.00;0.0;Failed (Contract cancelled);None;2021-01-21T14:47:47.476722+00:00;(Cambodia) Research Mining and Development#34870#;;2011#current#7200.0;;;#current##Non-food agricultural commodities, Timber plantation;;Lease;;2009##Concluded (Contract signed)|2015#current#Failed (Contract cancelled);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34870;(Cambodia) Research Mining and Development;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Accacia, Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
96;Yes;domestic;9761.00;Cambodia;9761.00;0.0;Concluded (Contract signed);In operation (production);2021-01-21T14:53:42.990617+00:00;Sal Sophea Peanich Co., Ltd.#34872#;9917.00;2011##9917.0|2014-12-04#current#9761.0;;"In the provincial profile of Stung Treng in CDC indicates the concession of the company decreased from 9917 ha to 3050 ha but there are no other literature supporting the large decrease in size

The source states that the concession was decreased by 156 ha last 2014 by Sub-decree 314.";#current##Timber plantation, Forestry unspecified;Acacia, Trincomali wood and other plantation crops.;Lease|Concession;;2001#current#Concluded (Contract signed);;2008#current#In operation (production);Ministry permitted for land clearance 2008 zone 3: 1,000 hectares by the letter 6920/587 KSK dated 17 December.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;It is alleged that An Mady Group is linked to the Sopheak Nika, Sal Sophea Peanich and Siv Guek concessions in Sesan district, Stung Treng province.;34872;Sal Sophea Peanich Co., Ltd.;Cambodia;Private company;;;;Sre Kor village#;;;Indigenous Peoples traditional or customary rights not recognized by government|Community traditional or customary rights not recognized by government;;Limited consultation;;Rejection;;Yes;;;;;;;;;;;;;;;;;;;State|Private (smallholders)|Community;;Smallholder agriculture|Forestry;;Cropland|Forest land;;#current####Accacia, Rubber tree, Teak, Trees (unspecified);Trincomali wood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
 ";No;;
97;Yes;domestic;9658.00;Cambodia;9658.00;0.0;Concluded (Contract signed);In operation (production);2021-01-21T15:05:34.580192+00:00;Samrong Rubber Industries Pte., Ltd#34873#;;2011#current#9658.0;;;#current##Non-food agricultural commodities, Timber plantation;Rubber and other trees plantation.;Concession;;2006#current#Concluded (Contract signed);;2007#current#In operation (production);Until 31st December 2007, company planted rubber in 475 hectares.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34873;Samrong Rubber Industries Pte., Ltd;Cambodia;Private company;;;;;;200 villagers from four villages were affected after the company bulldozed their farmlands;;;;;Rejection;;Yes;;;;;;;;;;Socio-economic|Violence;;The company promised to compensate the community for the destruction of their farms for 100USD each but the community refused;;;;;;;State|Private (smallholders);;Smallholder agriculture;;Cropland;;#current####Rubber tree, Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
98;Yes;domestic;7000.00;Cambodia;7000.00;0.0;Concluded (Contract signed);Startup phase (no production);2021-01-21T15:08:22.083379+00:00;Seang Long Green Land Investment (Cambodia) Co. Ltd.#40892#;;2009#current#7000.0;;;#current##Non-food agricultural commodities, Timber plantation;Rubber and Acacia plantation.;Concession;;2009#current#Concluded (Contract signed);Signed the contract on 8th December 2009 with the ministry of agriculture, forestry and fisheries.;2008#current#Startup phase (no production);proposing to register as a state private land.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Saeng Long Green Land Investment (Hong Kong) Limited - specified in the downloadable version in the public interface;40892;Seang Long Green Land Investment (Cambodia) Co. Ltd.;Cambodia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Accacia, Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
99;Yes;domestic;9850.00;Cambodia;9850.00;0.0;Concluded (Contract signed);Project not started;2021-01-21T15:19:31.343357+00:00;Sekong Aphivath Co. Ltd.#34875#;;2006#current#9850.0;;;#current##Livestock, Agriculture unspecified;Agro-industry and animal husbandry.;Concession;;2006#current#Concluded (Contract signed);Ministry asked company to revise master plan.;2006#current#Project not started;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34875;Sekong Aphivath Co. Ltd.;Cambodia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
