Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
8689;Approximate location;Топорище, Житомирская область, Украина, 12134;50.56679,28.64181;;;
8689;Approximate location;Давыдовка, Житомирская область, Украина, 12415;50.28276,28.50015;;;
8691;Approximate location;Казачки, Хмельницкая область, Украина, 31546;49.30075,27.62123;;;One of the land leased by the Company. Cadastral number 0521080800:03:002:0079 Size - 2.3889 ha. Owner - State. The date of state registration - 21.10.2016. Monetary valuation of the Land -24073hryven (dated by 03.08.2011).
8691;Approximate location;Стар. Тараж, Тернопольская область, Украина, 47051;49.98044,25.58109;;;One of the land leased by the Company. Cadastral number 6123488200:01:001:0644. Size - 0.4885 ha. Owner - Private. The date of state registration -19.02.2021
8691;Approximate location;Людавка, Винницкая область, Украина, 23132;49.15223,28.12612;;;One of the land leased by the Company. Cadastral number 	0521083800:04:001:0053. Size - 4.4128 ha. Owner - State. The date of state registration -17.07.2017
8691;Approximate location;Великая Иловица, Тернопольская область, Украина, 47110;50.22789,25.96943;;;One of the land leased by the Company. Cadastral number 6125883500:01:001:0250. Size - 1.3167  ha. Owner - Private. The date of state registration -27.07.2020
8691;;Лопушное, Тернопольская область, Украина, 47433;49.74868,25.88798;;;One of the land leased by the Company. Cadastral number 6123484400:01:001:1022. Size - 0.3758  ha. Owner - Private. The date of state registration - 17.07.2020
8691;Approximate location;Панасовка, Тернопольская область, Украина, 47210;49.88355,25.43401;;;One of the land leased by the Company. Cadastral number 6122687600:01:001:0767. Size - 0.3877 ha. Owner - Private. The date of state registration - 02.09.2019
8691;Approximate location;Тылявка, Тернопольская область, Украина, 47124;50.12711,25.9125;;;One of the land leased by the Company. Cadastral number 6125888400:01:001:0190. Size - 1.5941 ha. Owner - Private. The date of state registration -09.09.2019
8691;Approximate location;Залесцы, Тернопольская область, Украина, 47310;49.96507,25.64621;;;One of the land leased by the Company. Cadastral number 6125883100:01:001:0963. Size - 0.7695 ha. Owner - Private. The date of state registration - 05.03.2019
8691;Approximate location;Андрушовка, Тернопольская область, Украина, 47111;50.22497,26.16521;;;One of the land leased by the Company. Cadastral number 6125880300:01:001:0746. Size - 0.4329 ha. Owner - Private. The date of state registration - 03.04.2019
8691;Approximate location;Васьковцы, Тернопольская область, Украина, 47113;50.14913,26.09634;;;One of the land leased by the Company. Cadastral number 6125881500:01:001:0824. Size - 0.5101 ha. Owner - Private. The date of state registration - 22.11.2017
8692;Approximate location;Сурдила-Гречи, Румыния;45.06108,27.25789;;;
8692;Approximate location;Општина К.А. Росетти, Румыния;45.0463,27.16385;;;
8693;Administrative region;La Primavera, Vichada, Colombia;5.49159,-70.414;La Primavera;;
8694;Administrative region;Meta, Colombia;3.27199,-73.08775;;;The lands are located in the municipalities of Puerto Gaitan and Puerto Lopez.
8695;Administrative region;Meta, Colombia;3.27199,-73.08775;;;The lands are located in Colombia, department of Meta, in the municipalities of Puerto Gaitan and Puerto Lopez.
8696;Administrative region;Meta, Colombia;3.27199,-73.08775;;;The lands are located in Colombia, department of Meta, in the municipalities of Puerto Gaitan and Puerto Lopez.
8699;Administrative region;Сату-Маре, Румунія;47.80167,22.85759;;;1,973 ha in Satu Mare
8699;Administrative region;Біхор, Румунія;47.01575,22.17227;;;457 ha in Bihor
8700;Exact location;Великі Мошківці, Житомирська область, Україна, 13416;50.03015,28.84059;;;One of the land plots leased by the Company. Cadastral number 1820381300:04:000:0079 .Size - 5.6389 ha. Owner - Private. The date of state registration - 05.07.2015. approximate value estimation - 	183888.12 hrn. (dated by 08.02.2019)
8700;Exact location;Зарубинці, Житомирська область, Україна, 13425;50.03941,29.13521;;;One of the land plots leased by the Company. Cadastral number 1820384000:03:000:0220. Size - 	2.7057 ha. Owner - Private. The date of state registration - 15.02.2016. approximate value estimation - 		97699.82 hrn. (dated by 17.02.2019)
8700;Exact location;Забара, Житомирська область, Україна, 13430;49.99657,28.92818;;;One of the land plots leased by the Company. Cadastral number 1820383600:04:000:0237. Size - 		4.0577 ha. Owner - Private. The date of state registration - 03.01.2017. approximate value estimation - 			125912.5 hrn. (dated by 17.02.2019)
8700;Exact location;Глинівці, Житомирська область, Україна, 13415;50.04427,28.80914;;;One of the land plots leased by the Company. Cadastral number 1820382800:02:000:0099. Size - 		3.5628 ha. Owner - Private. The date of state registration - 15.08.2014.
8701;Exact location;Велика Волиця, Житомирська область, Україна, 13151;49.79082,27.81369;;;One of the lands leased by the Company. Cadastral number 1823181500:02:002:0051 Size - 2.7954 ha. Owner - Private. The date of state registration - 18.07.2017. approximate value estimation - 95274.4 hrn. (dated by 19.02.2019)
8701;Exact location;Великі Деревичі, Житомирська область, Україна, 13126;49.96367,27.59003;;;One of the lands leased by the Company. Cadastral number 1823181800:02:004:0027 .Size - 2.2919 ha. Owner - Private. The date of state registration - 22.11.2017. approximate value estimation - 59189.51 hrn. (dated by 19.02.2019)
8701;Exact location;Коростки, Житомирська область, Україна, 13121;49.98847,27.75727;;;
8702;Exact location;Маркуші, Житомирська область, Україна, 13373;49.83448,28.5106;;;One of the lands leased by the Company. Cadastral number 1820883600:02:000:0057. Size - 2.8441  ha. Owner - Private. The date of state registration - 09.11.2020. Leasing fee 1055444 hrn
8702;Exact location;Байківка, Вінницька область, Україна, 22430;49.49833,28.40387;;;One of the land leased by the Company. Cadastral number 0521680300:03:000:0440. Size - 1.9951  ha. Owner - Private. The date of state registration - 21.05.2020
8703;Exact location;Стара Гута, Хмельницька область, Україна, 32422;48.94141,26.62543;;;One of the lands leased by the Company. Cadastral number  66823389000:06:003:0083. Size - 1.1564 ha. Owner - Private. The date of state registration - 03.06.2016
8703;Approximate location;Нова Гута, Хмельницька область, Україна, 31554;49.27953,27.71101;;;
8703;Exact location;Любомирівка, Хмельницька область, Україна, 32636;48.74043,27.38903;;;One of the land leased by the Company. Cadastral number  6823386500:08:003:0229. Size - 1.0784 ha. Owner - Private. The date of state registration - 05.01.2018
8703;Exact location;Ставчани, Хмельницька область, Україна, 32635;48.73537,27.33482;;;One of the lands leased by the Company. Cadastral number 6823389000:05:002:0066 Size – 1.4521  ha. Owner - Private. The date of state registration - 15.12.2020
8703;Exact location;Вільхівці, Хмельницька область, Україна, 31615;49.08288,26.25438;;;One of the land leased by the Company. Cadastral number 6823386500:08:003:0222 Size - 1.0674  ha. Owner - Private. The date of state registration - 08.06.2015
8704;Exact location;Суємці, Житомирська область, Україна, 12717;50.4077,27.56797;;;One of the lands leased by the Company. Cadastral number 1820685800:01:000:0109. Size – 1.6095  ha. Owner - Private. The date of state registration - 15.03.2021. The amount of the usage fee 633540 hrn
8704;Exact location;Колодянка, Житомирська область, Україна, 11790;50.43147,27.48603;;;One of the land leased by the Company. Cadastral number 1824082400:03:000:0687 Size – 10.1369 ha. Owner - State. The date of state registration - 13.01.2021. Approximate land value - 59551 hrn (dated from 25.09.2020)
8711;Exact location;Чишми, Башкортостан, Росія;54.58999,55.38218;;;
8718;Administrative region;Ракитянський район, Бєлгородська область, Росія;50.85659,35.91299;;;
8719;Administrative region;Бєлгородський район, Бєлгородська область, Росія;50.52091,36.44852;;;
8720;Administrative region;Бєлгородська область, Росія;50.71069,37.75334;;;
8720;Administrative region;Новгородська область, Росія;58.24276,32.56652;;;
8730;Administrative region;Брянська обл., Росія;53.04086,33.26909;;;
8730;Administrative region;Івнянський район, Бєлгородська область, Росія;51.042,36.1872;;;
8730;Administrative region;Прохоровський район, Бєлгородська область, Росія;51.00128,36.84467;;;
8730;Administrative region;Корочанський район, Бєлгородська область, Росія;50.76978,37.21011;;;
8730;Administrative region;Пристенський район, Курська область, Росія;51.23415,36.69608;;;
8730;Administrative region;Суджанський район, Курська область, Росія;51.20525,35.309;;;
8731;Administrative region;Fiambala, Catamarca;;Tres Quebradas;;It is located in the Municipality of Fiambalá, 30 km from the Chilean border, 200 km from the port of Caldera (90 km north of Cortaderas, at about 4 100 masl).
8732;Approximate location;San Lorenzo, Salta, Argentina;-24.73129,-65.48761;Finca Los Maitenes;;"Se localiza en áreas de Selva de Yungas, en la localidad de San Lorenzo
que van desde la Quebrada hasta la Ruta 28.
La zona del proyecto urbanístico es hábitat de la corzuela, el zorro gris y el gato montés; de numerosas aves como el carpintero, el picaflor cometa y el tucán; y de árboles como el tala blanca, el ceibo, el nogal, el horco molle y chal chal, entre otros."
8773;Administrative region;Andes;-21.16077,-66.77525;Mariana;;"""The Mariana I, II and II project is located in the west of the Province of Salta in the Llullaillaco Salt Flat.
In a straight line it is located 280 km west of the capital city of Salta."""
8776;Administrative region;Salar del Hombre Muerto, Catamarca, Argentina;-25.42417,-67.09389;Salar del Hombre Muerto;;The Hombre Muerto salt flat is located in the south of the Puna de Atacama on the northern and western border of the province of Catamarca with the province of Salta, in Argentina. It is located in the department of Antofagasta de la Sierra.
8777;Administrative region;Laguna Carachi Pampa, Catamarca, Argentina;-26.46917,-67.53472;;;The Kachi Lithium Brine project is located approximately 50 km south of the town of Antofagasta de la Sierra, in the Province of Catamarca and 100km south of the lithium brine operation at Hombre Muerto, owned by Livent (previously FMC). Lake Resources controls 100% of the project, which comprises 74,380 hectares of mineral concessions over the salar through its Argentine subsidiary Morena del Valle Minerals S.A
8778;Administrative region;Salar de Maricunga, Copiapó, Atacama, Chile;-26.91667,-69.08333;Maricunda;;The Maricunga project lies adjacent to the Chile-Argentina Highway 31, 170 km northeast of Copiapo and 250 km from the port of Caldera. A 23kV power line crosses the property and is connected to Chile’s 220kV power grid.
8780;Approximate location;Zonda, San Juan, Argentina;-31.56003,-68.73119;Finca El Zonda;;Zonda is a department of the province of San Juan. It is located in the center south of the province. Its landscape is composed by mountain ranges, and the vegetation is scarce. The department is characterized by its important wine and fruit production, and also by its tourist development.
8781;Administrative region;Rio do Fogo, RN, 59578-000, Brasil;-5.27465,-35.38252;Parque Eólico Rio do Fogo (RN 15 - Rio do Fogo);Wind farm;Area belonging to the rural settlement Zumbi/Rio do Fogo. The first plant in the settlement is the result of a contract between the National Institute for Colonization and Agrarian Reform (INCRA) and ENERBRASIL.
8782;Administrative region;Rio do Fogo, RN, 59578-000, Brasil;-5.27465,-35.38252;Parque Eólico Arizona I;Parque Eólico Arizona I;Area belonging to the rural settlement Zumbi/Rio do Fogo.
8783;Administrative region;Camocim, CE, 62400-000, Brasil;-2.90084,-40.8421;Central Eólica Praia Formosa;Central Eólica Praia Formosa;The wind farm is located on the coast of Praia de Xavier, in Camocim. The municipality is located on the coast, in the mesoregion of Noroeste Cearense. The municipality is known for its tourist potential.
8787;Administrative region;Santa Luzia, PB, 58600-000, Brasil;-6.87209,-36.92341;Complexo Eólico Santa Luzia;Lagoa 1;"The Complexo Eólico Santa Luzia is located in the municipalities São José do Sabugí and Santa Luzia, Paraíba state.  There are three parks in operation: one in Santa Luzia and two in São José do Sabugí.

The wind farm is located in the Borborema mesoregion and the Seridó Oriental microregion, classified by the ""Eolic Atlas of Paraíba"" as ""promising area 04"", with an estimated wind potential, at 120 meters high, for places with higher average wind speeds at 7.5 m/s, so the region has a potential of 3,989 mW. Also according to the “Atlas Eólico da Paraíba”, approximately 89% of the estimated state potential is in the Serra and plateau regions of Borborema.

The strong wind potential converges with the strong presence of family farming, with production in small properties and on a small scale, aimed at the local market.

In addition to these three wind farms in operation in the region, Neoenergia is under construction the Chafariz Wind Complex, made up of fifteen wind farms, located in the municipalities of Santa Luzia, Areia de Baraúnas, São Mamede, São José do Sabugi and Junco do Seridó, all in the semiarid region of the state of Paraíba. The complex is expected to start operating in 2022."
8787;Administrative region;São José do Sabugi, PB, 58610-000, Brasil;-6.7743,-36.7998;Complexo Eólico Santa Luzia;Lagoa 2 and Canoas;The Complexo Eólico Santa Luzia is located in the municipalities São José do Sabugí and Santa Luzia, Paraíba state.  There are three parks in operation: one in Santa Luzia and two in São José do Sabugí.
8790;Administrative region;Morro do Chapéu, BA, 44850-000, Brasil;-11.54926,-41.15727;Complexo Eólico Cristal;Parque Boa Vista de Lagoinha, Parque Primavera and Parque São Judas;"The complex consists of five parks, three in Morro do Chapéu, one in Bonito and one in Cafarnaum.

The area is delimited with “Promising Area 03: Morro do Chapéu” in the “Atlas Eólico Bahia” (published by the state government of Bahia in partnership with private and public companies operating in the sector in 2013). The region is quite emblematic precisely because of its proximity to conservation units, such as Chapada Diamantina National Park and Morro de Chapéu State Park."
8790;Administrative region;Cafarnaum, BA, 44880-000, Brasil;-11.69196,-41.46837;Complexo Eólico Cristal;Parque Eólico Cristal;
8790;Administrative region;Bonito, BA, 46820-000, Brasil;-11.96721,-41.26507;Complexo Eólico Cristal;Parque Esperança;
8793;Administrative region;Sento Sé, BA, 47350-000, Brasil;-9.74116,-41.8831;Conjunto Eólico Campo Largo I;;"The Conjunto Eólico Campo Largo I is composed of 11 wind farms, ten in Sento Sé and only one in Umburanas.
The project is located in the “Promising Area 01: Sobradinho, Sento Sé and Casa Nova”, delimited by the “Atlas Eólico Bahia”, from 2013. Sento Sé and Umburanas together total 60 wind farms, that is, 20% of the wind farms in Bahia are concentrated in these two municipalities."
8793;Administrative region;Umburanas, BA, 44798-000, Brasil;-10.73223,-41.32405;Conjunto Eólico Campo Largo I;;
8794;Administrative region;Camocim, CE, 62400-000, Brasil;-2.90084,-40.8421;Complexo Eólico de Fortim;;"The Fortim Complex is located in the Jaguaribe mesoregion, in the coastal microregion of Aracati. The region is known for its strong wind and tourism potential. In previous decades Fortim was already the scene of conflicts resulting from real estate speculation and privatization of public lands as a result of tourist activities.

The complex has five wind farms: Jandaia, Jandaia I, Nossa Senhora de Fátima, São Januário and São Clemente."
8798;Approximate location;Хатирчинський район, Узбекистан;40.20482,65.9512;;;
8800;Administrative region;Quijarro, Villa Imperial de Potosí, Bolivia;-19.58522,-65.75317;Uyuni;;The Salar de Uyuni is the largest continuous high salt desert in the world, with an area of 10 582 km². It is located at about 3650 meters above sea level in southwestern Bolivia, in the province of Daniel Campos, in the department of Potosí, within the Altiplano region of the Andes Mountains.
8802;Approximate location;Limook, Lamitan City, Basilan, Philippines;6.70664,121.97367;;;Baragay Limook, Lamitan City, Basilan
8823;Approximate location;Андижан, Узбекистан;40.81536,72.28375;;Balikchi district, Andijan region;
8824;Administrative region;Кувинский район, Узбекистан;40.5341,71.99941;;Yazavan district, Ferghana region;
8824;Administrative region;Язъяванский район, Узбекистан;40.65339,71.6436;;;
8825;Administrative region;Magdalena, Colombia;9.32296,-74.57054;;;
8825;;Bolívar, Colombia;10.03124,-74.97611;;;
8825;Administrative region;Magdalena, Colombia;10.4113,-74.40566;;;
8826;Administrative region;Bolivar, Bolívar, Valle del Cauca, Colombia;4.33863,-76.18676;;;
8826;Administrative region;Magdalena, Colombia;10.4113,-74.40566;;;
8829;Exact location;Bajada Fortaleza, Santa Cruz, Argentina;-50.3025,-70.91694;;;
8829;Exact location;Ruta Provincial 2, Santa Cruz, Argentina;-50.78996,-70.77673;;;
8829;Exact location;Campo Indio, Santa Cruz, Argentina;-51.45632,-69.15396;;;
8829;Exact location;Cañadón Deus, Santa Cruz Province, Argentina;-50.95417,-70.93167;;;
8831;Administrative region;Bulbula, Ethiopia;9.21449,38.49947;Bulbula Integrated Agro-Industrial Park;located between Lake Langano and Lake Abiyata in the heart the Great Rift Valley of Ethiopia;The park is located in Western Oromia Regional State-  34 km North-West of Addis Ababa
8832;Administrative region;Біруні, Узбекистан;41.67516,60.75982;;;
8836;Administrative region;Kugay, Узбекистан;40.98946,72.07263;;;Kugay mahalla of the Izbaskan district is one of the most remote settlements in the region.
8837;Administrative region;Пахтаабад, Узбекистан;40.92675,72.49108;;;
8843;Administrative region;Salar Diablillos, Salta Province, Argentina;-25.24528,-66.76778;;;Sal de los Angeles project is situated in the prolific “Lithium Triangle” in Salta Province, Argentina and covers almost 100% of the Salar de Diablillos with mining area equal to 8854 ha. The property is located approximately 145 km SW of the city of Salta, a few kilometers north of the provincial border with Catamarca. The entire property is in Salta territory. The average elevation is 4,000 meters above sea level. access to it from the city of Salta by route 51 and then by the provincial route 129 (gravel road) until 129 (gravel road) to the town of Santa Rosa de los Pastos Grandes.
8845;Administrative region;Бухара, Узбекистан;39.76808,64.45558;;;8 020 ha under contract
8845;Administrative region;Жондор, Узбекистан;39.74259,64.17444;;;11 680 ha under contract
8845;Administrative region;Ромітан, Узбекистан;39.9316,64.37269;;;3 607 ha under contract
8852;Administrative region;Пәп, Узбекистан;40.88146,71.10326;;;10302 ha of land under contract
8852;Administrative region;Mingbulak, Узбекистан;40.89807,71.66909;;;
8854;Administrative region;Сайхунабадский район, Узбекистан;40.34191,68.28623;;;3030 ha of land under contract
8854;Administrative region;Ґулістан, Узбекистан;40.49151,68.78108;;;
8855;Administrative region;Ургенч, Узбекистан;41.53453,60.62489;;;
8856;Administrative region;San Carlos, Mendoza, Argentina;-33.77213,-69.04043;;;Located in the department of San Carlos in the province of Mendoza, in the extreme south of the Uco Valley, 23 km SE of the town of Pareditas and 71 km NW of the city of San Rafael.
8857;Administrative region;Хіва, Узбекистан;41.38951,60.34145;;;
8858;Administrative region;San Carlos, Mendoza, Argentina;-33.77213,-69.04043;;;
8861;Exact location;;;Proyecto Tola Norte;The Tola Norte project mining concession is located entirely in the La Tola parish, in the Eloy Alfaro canton, Esmeraldas province, Ecuador. The mining concession block occupies 27% of the total area of ​​the La Tola parish.;Polygon of the mining concession area, data source national mining cadastre August 2019. Geographic projection WGS84, EPSG: 4326, grados.
8866;Coordinates;Agago, Uganda;2.96599,33.3017;St. Bakita Grace Land Farm;;
8867;Administrative region;Tolosa, Leyte, Philippines;11.03329,125.0278;;;
8867;Administrative region;Tanauan, Leyte, Philippines;11.11103,125.01559;;;
8867;Administrative region;Tabontabon, Leyte, Philippines;11.03934,124.94515;;;
8867;Administrative region;Dulag, Leyte, Philippines;10.95915,125.00577;;;
8868;Administrative region;Maco, Compostela Valley, Philippines;7.35925,125.85799;;;
8869;Administrative region;Santa Cruz, Zambales, Philippines;15.7672,119.90915;;;
8870;Approximate location;Aglao, San Marcelino, Zambales, Philippines;14.97674,120.28102;;;
8871;Exact location;Parroquia Tobar Donoso;;Sabaleta;The Sabaleta mining concession is located entirely in the Tobar Donoso parish, in the Tulcán canton, Carchi province, Ecuador.;"The parish and border of the Sabaleta mining block borders the neighboring country of Colombia. The parochial head is located within this mining block.

The data source of the polygon of the Sabaleta mining concession area is the national mining cadastre August 2019"
8872;Administrative region;Narra, Palawan, Philippines;9.25063,118.34619;;;
8872;Administrative region;Sofronio Española, Palawan, Philippines;9.0428,117.97176;;;
8873;Administrative region;Banate, Iloilo, Philippines;11.00059,122.81556;;;
8874;Administrative region;Loreto, Dinagat Islands, Philippines;10.37188,125.63142;;;
8875;Administrative region;Quezon, Palawan, Philippines;9.46077,118.20598;;;
8876;Administrative region;Vitali, Zamboanga del Sur, Philippines;7.36347,122.24837;;;
8878;Administrative region;Kisaru, Uganda;1.24144,31.00484;;;
8880;Administrative region;Loreto, Dinagat Islands, Philippines;10.37188,125.63142;;;
8881;Administrative region;Tubajon, Dinagat Islands, Philippines;10.29337,125.57673;;;
8881;Administrative region;Libjo, Dinagat Islands, Philippines;10.19316,125.5439;;;
8881;Administrative region;Cagdianao, Dinagat Islands, Philippines;10.01744,125.66422;;;
8882;Administrative region;Carrascal, Surigao del Sur, Philippines;9.39831,125.89341;;;
8883;Administrative region;San Rafael, Bulacan, Philippines;14.99845,120.95321;;;
8883;Administrative region;San Ildefonso, Bulacan, Philippines;15.04176,121.01057;;;
8884;Administrative region;Tagana-an, Surigao del Norte, Philippines;9.72369,125.59861;;;
8885;Administrative region;Pantukan, Surigao del Sur, Philippines;9.33373,125.80618;;;
8886;Administrative region;Dulag, Leyte, Philippines;10.95915,125.00577;;;
8886;Administrative region;Mayorga, Leyte, Philippines;10.88228,124.98774;;;
8887;Administrative region;Santa Cruz, Zambales, Philippines;15.77308,120.04341;;;
8888;Administrative region;Mati, Davao Oriental, Philippines;6.95217,126.21731;;;
8888;Administrative region;Lupon, Davao Oriental, Philippines;7.106,126.17664;;;
8889;Administrative region;Dulag, Leyte, Philippines;10.95915,125.00577;;;
8889;Administrative region;Mayorga, Leyte, Philippines;10.88228,124.98774;;;
8889;Administrative region;MacArthur, Leyte, Philippines;10.8302,124.96169;;;
8889;Administrative region;Javier, Leyte, Philippines;10.79011,124.93771;;;
8889;Administrative region;Abuyog, Leyte, Philippines;10.66875,125.04517;;;
8890;Administrative region;Фергана, Узбекистан;40.37338,71.79783;;;Fergana region, Furkat district
8892;Administrative region;Oqqo'rq'on, Uzbekistan;40.88125,69.04338;;;Tashkent region, Oqqo`rg`on district
8893;Administrative region;Tormabum, Sierra Leone;7.41994,-12.00651;;;located in the southeastern section of the Bonthe District, approximately sixty-two miles from Bo.
8896;Administrative region;Нарин;41.02305,71.95189;;;Namangan region, Naryn district
8897;Administrative region;Касан, Узбекистан;39.04274,65.58267;;;Kashkadarya region, Koson district
8898;Administrative region;Guzar, Uzbekistan;;;;
8899;Administrative region;Selvíria, Mato Grosso del Sur, Brasil;-20.36427,-51.42341;Fazenda Selviria I;;
8900;Administrative region;Três Lagoas, State of Mato Grosso do Sul, Brasil;-20.78818,-51.70308;;;
8901;Administrative region;Ромітан, Узбекистан;39.9316,64.37269;;;
8902;Administrative region;Água Clara, Mato Grosso del Sur, 79680-000, Brasil;-20.44456,-52.87809;;;
8904;Administrative region;Каракуль, Узбекистан;39.49594,63.85672;;;Bukhara region, Karakul district
8906;Coordinates;Mai-Ndombe, Democratic Republic of the Congo;-1.88157,18.50451;;;Contract area delineation from DRC Forest Atlas.
8907;Administrative region;Selvíria, MS, 79590-000, Brasil;-20.36427,-51.42341;;;
8908;Administrative region;Anastácio, Mato Grosso del Sur, 79210-000, Brasil;-20.48416,-55.80543;;;
8910;Administrative region;Aparecida do Taboado, State of Mato Grosso do Sul, 79570-000, Brasil;-20.08628,-51.10179;;;
8911;Administrative region;Bataguassu, Mato Grosso del Sur, 79780-000, Brasil;-21.71811,-52.42274;;;
8912;Administrative region;Brasilândia, State of Mato Grosso do Sul, 79670-000, Brasil;-21.25554,-52.03649;;;
8913;Administrative region;Dois Irmãos do Buriti, MS, 79215-000, Brasil;-20.68698,-55.27999;;;
8914;Administrative region;Paranaíba, Mato Grosso del Sur, 79500-000, Brasil;-19.67662,-51.19168;;;
8916;Administrative region;Чуст, Узбекистан;41.00534,71.23615;;;Namangan region, Chust district. 4 004 ha under contract
8916;Administrative region;Чартак, Узбекистан;41.06413,71.82155;;;Namangan region, Chartak district. 1 067 ha under contract
8916;Administrative region;Turakurgon, Узбекистан;40.994,71.51304;;;Namangan region, Turakurgan district. 4 269 ha under contract
8917;Administrative region;Каттакурган, Узбекистан;39.89716,66.27242;;;Samarkand region, Kattakurgan district
8918;Administrative region;Ribas do Rio Pardo, State of Mato Grosso do Sul, 79180-000, Brasil;-20.45206,-53.7601;;;
8919;Administrative region;Santa Rita do Pardo, Mato Grosso del Sur, 79690-000, Brasil;-21.30245,-52.82798;;;
8920;Administrative region;Пастдаргомский район, Узбекистан;39.69877,66.66528;;;Samarkand region, Pastdargom district
8920;Administrative region;Нурабад, Узбекистан;39.61009,66.29622;;;Samarkand region, Nurobod district
8922;Administrative region;Angor, Узбекистан;37.50427,67.11433;;;Surkhandarya region, Angor district
8924;Administrative region;Аккурган, Узбекистан;40.88125,69.04338;;;Tashkent region, Oqqurgan district
8927;Administrative region;Água Clara, Mato Grosso del Sur, 79680-000, Brasil;-20.44456,-52.87809;;;
8928;Approximate location;Água Clara, Mato Grosso del Sur, 79680-000, Brasil;-20.44456,-52.87809;;;
8929;Administrative region;Brasilândia, State of Mato Grosso do Sul, 79670-000, Brasil;-21.25554,-52.03649;;;
8930;Administrative region;Brasilândia, State of Mato Grosso do Sul, 79670-000, Brasil;-21.25554,-52.03649;;;
8931;Administrative region;Ribas do Rio Pardo, State of Mato Grosso do Sul, 79180-000, Brasil;-20.45206,-53.7601;;;
8932;Administrative region;Santa Rita do Pardo, Mato Grosso del Sur, 79690-000, Brasil;-21.30245,-52.82798;;;
8936;Administrative region;Провадія, Болгарія;43.17703,27.44057;;;Provadiya Municipality, Varna Region
8936;Administrative region;9135 Аврен, Болгарія;43.11267,27.66717;;;Avren Municipality, Varna Region
8938;Administrative region;Choluteca, Choluteca, Honduras;13.29371,-87.20001;Minas Estrellas Doradas S. de R.L;Departamento de Choluteca, municipio de Namasigüe, en la aldea de San Bernardo, San Jerónimo, Santa Irene y Yorolán en Honduras.;
8940;Administrative region;Choluteca, Honduras;13.31986,-87.16223;Minerales y Derivados del Norte;Departamento de Choluteca, municipio de Concepción de María, en la aldea de El Jicarito, El Tejar, El Guanacaste, Las Pintadas, Los Espaveles en Honduras.;Departamento de Choluteca, municipio de Concepción de María, en la aldea de El Jicarito, El Tejar, El Guanacaste, Las Pintadas, Los Espaveles en Honduras.
8947;Administrative region;Provadiya, Болгарія;43.17703,27.44057;;;Provadiya municipality, Varna region
8950;Approximate location;Pisanets, Болгарія;43.66942,26.17421;;;village of Pisanets, Vetovo Municipality, Russe district
8951;Administrative region;General Toshevo, Болгарія;43.70168,28.03963;;;General Toshevo municipality, Dobrich region
8952;Administrative region;General Toshevo, Болгарія;43.70168,28.03963;;;General Toshevo municipality, Dobrich region
8953;Administrative region;General Toshevo, Болгарія;43.70168,28.03963;;;General Toshevo municipality, Dobrich region
8954;Administrative region;Pakwach, Uganda;2.46071,31.49417;;;Located 46km from Pakwach district headquarters
8957;Exact location;Estancia Alquinta, Santa Cruz, Argentina;-51.75107,-70.38639;Estancia Alquinta;;Según las fuentes de información, la componen 2 lotes, ubicados en la zona de Estancia Alquinta, nn medio de la estepa santacruceña, al suroeste y a 85 kilómetros de la Ciudad de Río Gallegos,  provincia de Santa Cruz.
8963;Coordinates;Estancia Cruz Aike, Ruta Nacional 40, Santa Cruz, Argentina;-50.34694,-71.59028;Estancia Cruz Aike;;"Coordenadas:   50°20'49""S   71°35'25""W
Se ubica a 50 kms de El Calafate y unos 220 kms de Río Gallegos, al pie de lo que se conoce como “La bajada de Miguez”, un lugar que tiene una vista panorámica muy impresionante del valle del Río Santa Cruz que corre serpenteando en el suelo árido e irregular de la meseta central."
8965;Coordinates;El Campamento - Provisorio, Santa Cruz, Argentina;-50.4833,-71.3167;Estancia El Campamento;;"Estancia Campamento ubicada en la provincia de Santa Cruz, Departamento Lago Argentino, Cabecera departamento Calafate
Latitud: -50.4833      Longitud: -71.3167"
8966;Administrative region;Романівський район, Житомирська область, Україна;50.16696,27.91628;;;
8966;Administrative region;Шепетівський район, Хмельницька область, Україна;50.24676,27.25895;;;
8968;Administrative region;Junco do Seridó, PB, Brasil;-6.99379,-36.71475;Complexo Eólico Serra do Seridó;;Wind complex located in the rural area of the municipality of Junco do Seridó, semi-arid in the state of Paraíba.
8970;Coordinates;Douala, Cameroon;5.53597,9.21151;;;Shapefile added from Cameroon Forest Management Units
8971;Coordinates;Yaoundé, Cameroon;3.98105,14.74816;;;Shapefile added from Cameroon Forest Management Units
8985;Coordinates;Haut - Nyong, Cameroon;2.99871,14.27864;;;Added contract area shapefile
8986;Administrative region;Оренбургская область, Росія;51.7634,54.61882;;;
8986;Administrative region;Самарская область, Росія;53.41838,50.47255;;;
8986;Administrative region;Татарстан, Росія;56.12918,53.3715;;;
8986;Administrative region;Башкортостан, Росія;56.24397,56.25426;;;
8987;Coordinates;Ngambe Tikar, Cameroon;5.53104,11.45774;;;"Located in Ngoumé, Ngambe Tikar Sub- Division, Mbam and Kim Division,
Central Province


Added area of contract shapefile derived from Cameroon Management Forest Management Units."
8987;Exact location;;5.56346,11.3598;;;
8991;Administrative region;Caetés, PE, Brasil;-8.7757,-36.62412;Complexo Eólico Ventos de São Clemente;;Five wind parks of the Ventos de São Clemente wind farm are installed in the municipality.
