Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement (in years);Comment on contract
8115;Kapuas Hulu District Head’s Decree No. 303 dated 1 October 2012;2012-10-01;;;PT Persada Graha Mandiri (PGM) is located in Silat Hilir Sub-District, Kapuas Hulu District, West Kalimantan Province. PT PGM’s location permit is based on Kapuas Hulu District Head’s Decree No. 303 dated 1 October 2012, which is valid until 1 October 2013 and covers an area of 18,868 ha. PT PGM has conducted a Social and Environmental Impact Assessment (SEIA) for the oil palm plantation development plan of PT PGM covering an area of 20,000 ha
8116;;;2038;;
8120;;;2029;;
8121;;;2029;;
8123;;2001-02-22;;;Not sure about the contract number: 256/Menhut-VI/2001, 22-02-2001, 327/Menhut-II/2009, 12-06-2009, 180/Menhut-II/2013, 21-03-2013
8126;75/Menhut-II/2007;2007;;;
8128;348/MenhutII/2006;2006-06-12;;;
8139;35/HGU/BPN/05;2005;;;The company owns also other land close by but contracts are from before 2000.
8140;;;;;only contract related information is the appendix of the research report that mentions  a High Conservation Value Forest (HCVF) assessment conducted at the Forest Management Unit level in Southeast Asia
8142;553/Menhut-II/2006;2006-12-22;;;
8144;69//MenhutII/2007;2007-02-23;;;
8152;99/HGU/BPN/05;2005;;;
8154;;2008-11-12;;;Size of the land plot - 2,1893 ha, cadastral number - 6320888500:01:000:0285.
8176;28/HGU/BPN/2001;2001-10-22;2036;;
8205;;;;3;Ting Ying said villagers had signed leases for up to three years, at an annual rate of K200,000 an acre, but a year had passed and they had yet to be paid anything.
8210;32/HGU/BPN-RI/07;2005-01-01;;;
8211;;;;;Obtained state forest release permit (2013). SK.46/MENHUT-II/2013. No information on other permits.
8212;;;;;Forest release permit: 184/Kpts-2/2000
8213;05/HGU/BPN/04;2004-03-10;;;
8214;89/HGU/BPN/04;2004;;;
8215;65/HGU/BPN/05;2005;;;
8217;;;;;No clear information on permits. Between 2015 and 2017, PT ACP cleared 3,190ha of forest. In July 2017, the Indonesian Minister of Environment and Forestry gave permission to release a portion of its concession that still lay within the Forest Estate.
8219;;;;;No clear information on permits but appears to be conluded. There seems to be some forest relase permits: S.132/Menhut-II/2014
8221;П-20/4;2008-12-16;2057-12-16;49;There are 8 additional contract agreements.
8224;525/208/XII/2010;2010;;;Plantation Permit: 525/208/XII/2010
8233;46/HGU/BPN/2000;2000-10-03;;;RSPO mentions that  46/HGU/BPN/2000, dated 3rd October 2000 with total legal size 12,825.77 Ha. This right is divided in two Certificate, No. 01 dated 19th January 2001 (2,752.77 Ha) for Sungai Bangko Estate and Mill (based on RSPO scope certification). Another certificate is No. 02 dated 19th January 2001 (10,073 Ha) which is not includes in this scope certification
8239;;;2043;;In 2043, Bujagali will be transferred to the GOU for one US dollar with an expected remaining life of 70+ years.
8288;;2009;;;Forest land release issued for 19,486 ha in 1998 (but implementation was not concluded). In 2009, Izin Locasi, Business Permit. In 2010, HGU land use permit. In 2015, Location permit issued for additional 5,000 ha.
8318;MPSA No. 210-2005-VII;2005-04-28;2030-05-28;25;
8346;;2009-12-14;2014;5;Cadastral number - 7424182500020000386. The contract was canceled by the judicial decision.
8378;;2007-01-03;;;The additional agreement № 2 was concluded in 2016 - 07 - 25.
8379;№ 60;2009-06-01;;;
8387;;2008-08-02;;;
8388;;2014-06-16;;;
8394;;2013;2033;20;
8437;;2013;;;
8444;12;2008-12-08;2057;49;
8450;11;2008-12-18;2057-12-18;49;
8451;13;2008-12-18;2057-12-18;49;
8453;15;2008-12-18;2057-12-18;49;
8457;043/11;2011-10-24;2036-10-23;25;Previously held by SOFORMA
8459;;2015;2065;50;
8466;001/15;2015-08-16;2040-08-17;25;"Previously 044/11 by Soforma
The concession is still visible on the government Forestry Atlas."
8467;002/15;2015-08-16;2040-08-15;25;Contract 002/15
8468;003/15;2015-08-16;2040-10-24;25;Previously concession 041/11
8469;14;2008-12-18;2057-12-18;49;
8470;8;2008-12-25;2057-12-25;49;
8471;005/20;2020-01-14;2045-02-05;25;Previously Siforco 032/11
8472;006/20;2020-01-14;2045-02-05;25;Previously Siforco 031/11
8473;009/20;2020-01-14;2045-02-05;25;
8474;18;2008-12-18;2047-12-18;49;
8478;038/11;2011-10-24;2036-10-23;25;
8479;035/11;2011-10-24;2036-10-23;25;Concession 035/11
8481;91-28-3/09;2009-04-21;2058-04-21;49;
8482;91-28-9/08;2008-12-25;2057-12-25;49;
8483;91-71/12;2012-05-18;2061-05-18;49;
8492;16;2008-12-23;2057-12-23;49;
8493;17;2008-12-18;2057-12-18;49;
8546;;;;45;
8560;64-HGU-BPN RI-2009;2009-04-30;;;
8607;;2016-02-02;;5;the operating permit is granted for a period of 05 years renewable from the date of signature of this decree.
8679;;2005;;25;Original lease to Shonga Farms (deal 1683). Renewable.
8683;;2016-01-09;2031-01-08;15;Mimbeli Ibenga concession was awarded four days before the bid deadline.
8685;;2002-11-13;2037-06-08;25;Original contract from 2002 valid for 15 years. Amended contract from 2012 valid for 25 years
8686;;2002-11-13;2012;25;Original contract from 2002 was for 15 years. The amended contract from 2012 is for 25 years, renewable.
8697;10-030;2001;2031-05-02;15;"Contract renewed on 3 May 2016 with validity of 15 years
Concession number 1054"
8698;10-047b;2013-01-02;;;In 2006, FMU 10-047 was split into FMU 10-047a and 10-047b. FIPCAM retained FMU 10-047a while CCIF was assigned FMU 10-047b which it dropped shortly after. We do not have any official documents in this regard, but it appears that neither FIPCAM nor CCIF operated UFA 10-047b during the periods in which UFA was assigned to them.
8717;48100;2011-10;2040-10;29;49 parcels of lands were selected to be leased and the Developer signed 49 land lease agreement for the selected lands with the owners for 29 years (since the year 2011), and registered these leases with Department of Lands and Survey Office in Ma’an Governorate.
8723;;;;50;5 concessions under 50-year and 83-year renewable leases- can not determine which sizes are allocated to each seperate concession, thus one large land deal added. It could be broken into the different sizes under intention of investment, but I can not be sure that this is the case.
8726;;;;25;Apparently signed in 2013. 25 years, renewable.
8733;;2015-04-15;2025-01-26;10;Can be renewed for periods of 5 years, indefinitely.
8734;;2017-01-23;2022-01-23;5;It may be renewed for consecutive five-year periods until deposits are depleted.
8737;;2016;2021;5;There is another company coming into the project, They will  engage with them to see if they can assist the community with the connections
8747;;2014-08;2034-08;20;The Wahgnion ML is valid for 20 years with an ability to renew for consecutive periods of five years until the reserves are depleted.
8749;6;2008-04-15;2057-04-15;49;According to the company source, lease agreements are valid for up to 49 years
8750;25;2011-05-19;2060-05-19;49;The company leases lands on a long-term perspective (up to 49 years)
8751;182;2007-12-29;2056-12-29;48;According to the company source, lease agreements are valid for up to 49 years
8752;02-02-16/225-2008;2008-09-01;2057-09-01;49;According to the company source, lease agreements are valid for up to 49 years
8753;0126/MMG/DGMG;2018-04-09;2032-04-10;16;"The Ity mineral rights comprise of two mining licenses – exploitation permit PE26 (“SMI License”) and exploitation permit PE49 (“SMD License”). 
The license was initially issued in April 2018 to La Mancha Côte d’Ivoire S.à r.l. (‘’LMCI’’), a wholly owned exploration subsidiary of Endeavour, and then transferred to SMD on September 10, 2018. The SMD License is valid for 14 years and thus, expires on April 10, 2032. It is then renewable for successive 10-year periods.
The SMI License expires on November 14, 2023 following its fourth renewal but is renewable again for consecutive 10-year periods (operational since 1991, not captured in the Land Matrix."
8754;405;2008-09-24;2057-09-24;49;According to the company source, lease agreements are valid for up to 49 years
8756;422;2008-12-31;2057-12-31;49;According to the company source, lease agreements are valid for up to 49 years
8757;537;2008-11-17;2057-11-17;49;According to the company source, lease agreements are valid for up to 49 years
8758;1321;2013-05-21;2062-05-21;49;According to the company source, lease agreements are valid for up to 49 years
8759;1396;2012-08-28;2061-08-28;49;According to the company source, lease agreements are valid for up to 49 years
8760;1534;2013-05-21;2062-05-21;49;According to the company source, lease agreements are valid for up to 49 years
8761;1535;2013-05-22;2062-05-22;49;According to the company source, lease agreements are valid for up to 49 years
8762;1610;2013-12-12;2062-12-12;49;According to the company source, lease agreements are valid for up to 49 years
8763;1611;2013-12-17;2062-12-17;49;According to the company source, lease agreements are valid for up to 49 years
8764;1807;2015-05-29;2064-05-29;49;According to the company source, lease agreements are valid for up to 49 years
8765;1808;2015-08-24;2064-08-24;49;According to the company source, lease agreements are valid for up to 49 years
8766;1809;2008-12-31;2057-12-31;49;According to the company source, lease agreements are valid for up to 49 years
8768;1901;2015-09-17;2064-09-17;49;According to the company source, lease agreements are valid for up to 49 years
8786;91-12-9/08;2008-12-08;2057-12-08;49;The company leases lands on a long-term perspective (up to 49 years)
8805;91-12-8/8;2008-12-16;2057-12-16;49;The company leases lands on a long-term perspective (up to 49 years)
8806;91-12-10/08;2008-12-23;2057-12-23;49;The company leases lands on a long-term perspective (up to 49 years)
8807;91-514/17;2017-12-08;2066-12-08;49;The company leases lands on a long-term perspective (up to 49 years)
8808;91-22-20/8;2008-12-24;2057-12-24;51;The company leases lands on a long-term perspective (up to 49 years)
8809;91-22-21/8;2008-12-24;2057-12-24;49;The company leases lands on a long-term perspective (up to 49 years)
8810;91-470/17;2017-11-17;2066-11-17;49;The company leases lands on a long-term perspective (up to 49 years)
8811;91-18-12/08;2008-12-18;2057-12-18;49;The company leases lands on a long-term perspective (up to 49 years)
8815;91-18-11/08;2008-12-24;2057-12-24;49;The company leases lands on a long-term perspective (up to 49 years)
8816;91-298/17;2017-09-14;2066-09-14;49;The company leases lands on a long-term perspective (up to 49 years)
8817;91-409/18;2018-06-21;2067-06-21;49;The company leases lands on a long-term perspective (up to 49 years)
8818;181-з;2008-10-17;2057-10-17;49;The company leases lands on a long-term perspective (up to 49 years)
8818;10940/49;2016-06-01;2065-06-01;49;
8819;209-з;2008-11-10;2057-11-10;49;The company leases lands on a long-term perspective (up to 49 years)
8819;740/645;2009-11-24;2058-11-24;49;
8820;210-з;2008-11-10;2057-11-10;49;The company leases lands on a long-term perspective (up to 49 years)
8820;740/646;2009-11-24;2058-11-24;49;
8821;243-з;2008-12-10;2057-12-10;49;The company leases lands on a long-term perspective (up to 49 years)
8821;740/643;2009-12-23;2058-12-23;49;
8822;244-з;2008-12-10;2057-12-10;49;The company leases lands on a long-term perspective (up to 49 years)
8822;740/644;2009-12-23;2058-12-23;49;
8839;;2018;2058;40;
8844;PEA n°191;2018-09-26;2047-12-31;30;"It is unclear when the contract expires. The open timber portal makes not of 2045, the contract states ""This agreement covers the duration of the rotation as defined in the revised management plan, ie 30 years from January 1 of the year of its signature."""
8877;;2016;2115;99;The land was leased to Hoima Sugar In 2016 for 99 years by Solomon Iguru Gafabusa, king of the ancient kingdom of Bunyoro-Kitara. He said the leased area was ancestral land and not part of the protected forest.
8923;028/11;2011-10-21;;;
8926;007/18;2018-06-11;2043-06-10;25;"The contract is valid for 25 years, with option to renew.
Previous contract number 002/11. The contract number was changed on the 11th June 2018 to Ets. Kitenge Lola."
8935;029/11;2011-10-24;;;
8943;10-001;2010-09-14;2025-09-13;15;Renewable
8943;10-002;2010-09-14;2025-09-13;15;Renewable
8943;10-003;2010-09-14;2025-09-13;15;Renewable
8943;10-004;2010-09-14;2025-09-13;15;Renewable
8944;10-011;1998-03-27;;;
8945;10-007;1998;;;
8962;№1;2008-06-30;2057-06-30;49;
9017;0002;2013-01-03;;;
9028;2010/3309;2010-11-29;;;
9045;1;2008-05-20;2056-05-20;49;
9046;16;2007-08-20;2054-08-20;47;
9047;1;2007-11-01;2056-11-01;49;
9048;1-step;2008-06-30;2057-06-30;49;
9049;2;2007-11-01;2056-11-01;49;
9050;1-step;2008-06-30;2057-06-30;49;
9051;1;2007-11-01;2056-11-01;49;
9052;6;2007-11-01;2056-11-01;49;
9053;9;2007-11-01;2056-11-01;49;
9054;3;2008-04-02;2057-04-02;49;
9055;13;2007-09-10;2056-09-10;49;
9056;1;2009-06-22;2058-06-22;49;
9057;29;2010-02-08;2059-02-08;49;
9058;4;2007-08-29;2046-08-29;49;
9059;1-step;2008-06-30;2056-06-30;49;
9060;22;2007-11-01;2056-11-01;49;
9061;1-step;2008-06-30;2057-06-30;49;
9062;25;2007-11-01;2056-11-01;49;
9063;18;2007-08-06;2056-08-06;49;
9064;1;2008-06-30;2057-06-30;49;
9065;16;2007-11-01;2056-11-01;49;
9066;17;2007-11-01;2056-11-01;48;
9067;18;2007-11-01;2056-11-01;49;
9068;1-step;2008-06-30;2057-06-30;49;
9069;35;2015-03-10;2064-03-10;49;
9070;42;2018-12-13;2067-12-13;49;
9071;38;2017-06-09;2066-06-09;49;
9072;10;2007-11-01;2056-11-01;49;
9073;9;2007-11-01;2056-11-01;49;
9074;1-step;2008-06-30;2057-06-30;49;
9075;19;2007-11-01;2056-11-01;49;
9076;1-step;2008-06-30;2057-06-30;49;
9077;20;2007-11-01;2056-11-01;49;
9078;36;2017-06-09;2066-06-09;49;
9106;1073;2005-12-14;;;Concession forestière 1073 ( UFA 09-008 and 09-007)
9111;1094;2012-01;;;
9113;1029;2004;;;UFA 00 004, forest concession n ° 1029
9118;1066;2002;;;
9160;Resolución 553;2010-03-16;;;Mediante Resolución 553 de 16 de marzo de 2010 el Ministerio de Ambiente vivienda y desarrollo territorial aprobó cesión de la Licencia Ambiental otorgada mediante resolución 2000 de 2009, de la empresa HOCOL S.A. a la empresa MAUREL & PROM COLOMBIA B.V.
9168;No. 1 de 2019 COR-15;2017-06-01;;;"El Contrato de Exploración y Producción de Hidrocarburos No. 1 de 2019 COR-15 –, de fecha 1 de junio de 2017, fue celebrado por MAUREL & PROM COLOMBIA B.V, y la Agencia Nacional de Hidrocarburos – ANH.
La ANLA expidió la Resolución 1795 de 2021 otorgándole la Licencia Ambiental al proyecto APE COR-15 de MAUREL & PROM COLOMBIA B.V con un total aproximado de 9 mil hectáreas, en 4 municipios del Boyacá (Tasco, Betéitiva, Corrales y Busbanzá), que se encuentra dentro del total del Bloque concesionado en 2017 por la ANH a Maurel & Prom Colombia B.P."
9169;№1/2010;2010-09-22;2025-09-22;15;Contract for 5727 ha between the operating company and AgroCentre LLC
9230;1075;2007-09-12;;;Concession no 1075, Made up of forest management units 00 001 and 00 002
9231;1069;2007-03;;;UFA 09-020. Concession Number 1069
9232;09-023;2004-04;;;Concession number 1005. UFA 09-023
9239;1075;2007-12-07;;;UFAs: 00.001 and  00.002. Concession number 1075
9264;№ 88;2006-03-22;2055-03-16;49;land plot with cadastral number 26:11:000000:129 (sized 3204 ha)
